game,skill_description,task,timestamp
detective,"

<< Chief's office >>
You are standing in the Chief's office. He is telling you ""The Mayor was murdered yeaterday night at 12:03 am. I want you to solve it before we get any bad publicity or the FBI has to come in. ""Yessir!"" You reply. He hands you a sheet of paper. Once you have read it, go north or west.
",Look for exits or directions,22.12146258354187
detective,"
You can't go north from here!

<< Outside >>
You are outside in the cold. To the east is a dead end. To the west is the rest of the street. Papers are blowing around. It's amazingly cold for this time of year.
",Go north,32.58551478385925
detective,"

<< Outside >>
You are still on the streets. To the north is a restraunt where the mayor ate often. To the east is the Mayor's home.

[Your score has just gone up by ten points.]
",Go west,37.48158597946167
detective,"

<< Mayor's house >>
You are in the house, at the scene of the crime. You enter and flash your badge before a cop. He admits you. To the north is the upstairs. To the east is the living room and to the west is the dining room.

[Your score has just gone up by ten points.]
",Go east to Mayor's home,41.87339186668396
detective,"

<< Mayor's house >>
You are in the house, at the scene of the crime. You enter and flash your badge before a cop. He admits you. To the north is the upstairs. To the east is the living room and to the west is the dining room.
",Look around mayor's house,46.710498332977295
detective,"
It is a piece of white paper.
",Examine piece of white paper,48.80455803871155
detective,"

<< Mayor's house >>
You are in the house, at the scene of the crime. You enter and flash your badge before a cop. He admits you. To the north is the upstairs. To the east is the living room and to the west is the dining room.
",Look around,53.47554326057434
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,63.91387629508972
detective,"
You can't go south from here!

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,71.59263610839844
detective,"
You can't go west from here!

<< Hallway >>
You are in the hallway. To the north is more hallway, and to the east is a door marked ""Guests"".
",Go west,79.89567017555237
detective,"
CONFIDENTIAL:
Detective was created by Matt Barringer.
He has worked hard on this so you better enjoy it.
I did have fun making it though. But I'd REALLY appreciate it if you were kind enough to send a postcard or... dare I even say it?... money... to:
Matt Barringer
325 Olive Ave
Piedmont
CA 94611
Just tell me if you like it or not.
If you want to talk to me over a BBS call the Ghostbuster Central BBS at (510)208-5657.
There is an Exile Games file area. Have fun. I WILL give hints out over the BBS to any of my games.
",Examine piece of white paper,102.75689816474915
detective,"
CONFIDENTIAL:
Detective was created by Matt Barringer.
He has worked hard on this so you better enjoy it.
I did have fun making it though. But I'd REALLY appreciate it if you were kind enough to send a postcard or... dare I even say it?... money... to:
Matt Barringer
325 Olive Ave
Piedmont
CA 94611
Just tell me if you like it or not.
If you want to talk to me over a BBS call the Ghostbuster Central BBS at (510)208-5657.
There is an Exile Games file area. Have fun. I WILL give hints out over the BBS to any of my games.
",Read piece of white paper,104.45724511146545
detective,"

<< Hallway >>
You are in the hallway. To the north is more hallway, and to the east is a door marked ""Guests"".
",Look around,108.44507050514221
detective,"

<< Outside >>
You pass the guard. He nods at you. You are now outside standing on the street. You can go north and east, your choice. To the north is more of the street, and to the east is a video store.

[Your score has just gone up by ten points.]
",Go north,120.33316969871521
detective,"

<< Video Store >>
You are in a video store called Brickbuster Video. There are about 3,000 videos here. You can go north, or east.
",Go east to video store,126.57125926017761
detective,"

<< House >>
You enter the house. A man charges down the stairs. Before you even have time to say anything, he shoots you. You lose!


    *** You have died ***


In that game you scored 70 out of a possible 360, in 31 turns.

Would you like to RESTART, RESTORE a saved game, give the FULL score for that game or QUIT?",Go east,138.86188983917236
detective,"

<< Chief's office >>
You are standing in the Chief's office. He is telling you ""The Mayor was murdered yeaterday night at 12:03 am. I want you to solve it before we get any bad publicity or the FBI has to come in. ""Yessir!"" You reply. He hands you a sheet of paper. Once you have read it, go north or west.

You can see a piece of white paper here.
",Look around and examine your surroundings,3.9161181449890137
detective,"
Taken.

[Your score has just gone up by ten points.]
",Take the white paper,7.629263401031494
detective,"
It is a piece of white paper.
",Examine white paper,12.07589340209961
detective,"
CONFIDENTIAL:
Detective was created by Matt Barringer.
He has worked hard on this so you better enjoy it.
I did have fun making it though. But I'd REALLY appreciate it if you were kind enough to send a postcard or... dare I even say it?... money... to:
Matt Barringer
325 Olive Ave
Piedmont
CA 94611
Just tell me if you like it or not.
If you want to talk to me over a BBS call the Ghostbuster Central BBS at (510)208-5657.
There is an Exile Games file area. Have fun. I WILL give hints out over the BBS to any of my games.
",Read the white paper,17.367151021957397
detective,"

<< Chief's office >>
You are standing in the Chief's office. He is telling you ""The Mayor was murdered yeaterday night at 12:03 am. I want you to solve it before we get any bad publicity or the FBI has to come in. ""Yessir!"" You reply. He hands you a sheet of paper. Once you have read it, go north or west.
",Look for exits or directions,22.559784650802612
detective,"

<< Outside >>
You are outside in the cold. To the east is a dead end. To the west is the rest of the street. Papers are blowing around. It's amazingly cold for this time of year.
",Go north,29.003768920898438
detective,"

<< Outside >>
You are still on the streets. To the north is a restraunt where the mayor ate often. To the east is the Mayor's home.

[Your score has just gone up by ten points.]
",Go west,34.83883047103882
detective,"

<< Mayor's house >>
You are in the house, at the scene of the crime. You enter and flash your badge before a cop. He admits you. To the north is the upstairs. To the east is the living room and to the west is the dining room.

[Your score has just gone up by ten points.]
",Go east to Mayor's home,38.86267328262329
detective,"

<< Living room >>
You are standing in the living room. You see a battered piece of wood. You wonder ""Should I pick this thing up?"". Well, whether you do or don't the only way out of the room is back west.

You can see a wooden wood here.
",Examine living room,43.42917799949646
detective,"
Taken.

[Your score has just gone up by ten points.]
",Take battered piece of wood,47.47933292388916
detective,"
It is a piece of white paper.
",Examine piece of white paper,52.11444020271301
detective,"
You look at it closely and figure that the guys in the forensic's lab would be better at this than you.
",Examine wooden wood,56.98564386367798
detective,"
You can't go west from here!

<< Dining room >>
You are in the dining room. You look around and see a note on the table. You can go back east.

You can see a paper note here.
",Go west,68.64410305023193
detective,"
Taken.

[Your score has just gone up by ten points.]
",Take paper note from table,72.843834400177
detective,"
The note was written on a computer obviously this murder was planned and it says:
We have acclaimed Justice! The Justice of the future! Our next hit is the governer! You CAN'T STOP US! The note sounds like the killers are a group and that they are vigilantes (look it up). You are now getting a bit worried.
",Read paper note,77.24471187591553
detective,"

<< Dining room >>
You are in the dining room. You look around and see a note on the table. You can go back east.
",Go west,104.27302408218384
detective,"
The note was written on a computer obviously this murder was planned and it says:
We have acclaimed Justice! The Justice of the future! Our next hit is the governer! You CAN'T STOP US! The note sounds like the killers are a group and that they are vigilantes (look it up). You are now getting a bit worried.
",Read paper note,146.11432480812073
detective,"
You look at it closely and figure that the guys in the forensic's lab would be better at this than you.
",Examine wooden wood,151.38102197647095
detective,"

<< Mayor's house >>
You are in the house, at the scene of the crime. You enter and flash your badge before a cop. He admits you. To the north is the upstairs. To the east is the living room and to the west is the dining room.
",Go east,155.9140863418579
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,167.1596064567566
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,171.8524568080902
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,176.11044669151306
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,177.08843445777893
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,178.00091981887817
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,178.67799067497253
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.34007859230042
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.3420853614807
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.34412741661072
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.346111536026
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.34817004203796
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.350270986557
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.35253286361694
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.3546814918518
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.35695672035217
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.35907459259033
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.36135482788086
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.3634946346283
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.3657307624817
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.36771297454834
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.3698501586914
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.37187886238098
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.3738694190979
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.37585759162903
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.37786316871643
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.37985610961914
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.38186240196228
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.38385391235352
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.38586235046387
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.38783836364746
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.38975620269775
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.39163279533386
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.3935706615448
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.39547300338745
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.39788627624512
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.39985418319702
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.40186214447021
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.40404796600342
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.40660738945007
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.4094157218933
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.41143798828125
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.41312646865845
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.41519045829773
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.41742610931396
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.41994857788086
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.42192196846008
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.42522764205933
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.42755270004272
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.43091988563538
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.4333257675171
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.43600153923035
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.4392352104187
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.44255995750427
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.44568920135498
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.4490978717804
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.4521827697754
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.45566987991333
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.45895624160767
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.46262979507446
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.4659698009491
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.46961450576782
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.47252106666565
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.4753613471985
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.47855257987976
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.4819211959839
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.48465156555176
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.48797345161438
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.49099707603455
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.49460077285767
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.49804043769836
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.50135827064514
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.50441551208496
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.50780653953552
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.5113492012024
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.51471376419067
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.51769471168518
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.5207645893097
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.52375316619873
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.52790188789368
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.53140592575073
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.5347604751587
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.53784227371216
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.54171991348267
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.54502606391907
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.54825472831726
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.55068397521973
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.5528485774994
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.55509281158447
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.55729365348816
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.5593068599701
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.56099128723145
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.56416058540344
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.56725215911865
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.56997442245483
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.57289671897888
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.57578682899475
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.57843327522278
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.58088994026184
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.58306002616882
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.58517932891846
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.58786749839783
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.58991861343384
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.592218875885
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.59408950805664
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.59617018699646
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.59812259674072
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.60021233558655
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.6021225452423
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.60418844223022
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.6061236858368
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.60817861557007
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.610121011734
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.6122989654541
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.61421179771423
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.6166889667511
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.61864066123962
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.6207196712494
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.62325930595398
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.62534046173096
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.62752628326416
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.6299226284027
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.63190007209778
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.63396739959717
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.63591885566711
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.63812804222107
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.64009261131287
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.64217853546143
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.64411211013794
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.64623379707336
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.64813423156738
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.6507043838501
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.6527488231659
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.65510153770447
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.65743041038513
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.65950775146484
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.66168856620789
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.6638925075531
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.66587448120117
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.66790795326233
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.66993141174316
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.6730968952179
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.6749107837677
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.67676639556885
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.67871975898743
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.68054676055908
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.68217515945435
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.68388175964355
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.68545055389404
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.68704295158386
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.6886293888092
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.69028997421265
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.6918694972992
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.69356179237366
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.69516849517822
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.69684767723083
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.69846940040588
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.70006942749023
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.70162177085876
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.70326399803162
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.7047872543335
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.70641207695007
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.7079074382782
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.70957398414612
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.7111461162567
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.71277165412903
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.71441960334778
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.71605110168457
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.717627286911
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.71933841705322
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.72095108032227
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.7226550579071
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.7241814136505
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.72587633132935
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.7274558544159
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.72920107841492
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.7308704853058
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.7326364517212
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.73435616493225
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.7361102104187
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.73779463768005
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.73953914642334
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.7410855293274
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.74276614189148
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.74442100524902
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.74612712860107
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.74777722358704
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.74954271316528
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.75116968154907
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.75296258926392
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.754625082016
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.75641798973083
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.7580063343048
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.75969624519348
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.7613799571991
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.76300573349
detective,"

<< Hallway >>
You are at the end of the hallway. To the north is a room, while to the west is the rest of the hallway.
",Go south,179.764573097229
detective,"

<< Closet >>
You are in a closet. There is no reason to be in here. Go south.
",Go north,179.76628136634827
